date_id,full_date,day,month,quarter,year,weekday_flag,holiday_flag
48,2024-02-17,17,2,1,2024,N,Y
49,2024-02-18,18,2,1,2024,N,Y
50,2024-02-19,19,2,1,2024,Y,Y
51,2024-02-20,20,2,1,2024,Y,Y
52,2024-02-21,21,2,1,2024,Y,N
53,2024-02-22,22,2,1,2024,Y,Y
54,2024-02-23,23,2,1,2024,Y,N
55,2024-02-24,24,2,1,2024,N,N
56,2024-02-25,25,2,1,2024,N,N
57,2024-02-26,26,2,1,2024,Y,N
58,2024-02-27,27,2,1,2024,Y,Y
59,2024-02-28,28,2,1,2024,Y,Y
60,2024-02-29,29,2,1,2024,Y,N
61,2024-03-01,1,3,1,2024,Y,Y
62,2024-03-02,2,3,1,2024,N,Y
63,2024-03-03,3,3,1,2024,N,Y
64,2024-03-04,4,3,1,2024,Y,N
65,2024-03-05,5,3,1,2024,Y,N
66,2024-03-06,6,3,1,2024,Y,N
67,2024-03-07,7,3,1,2024,Y,Y
68,2024-03-08,8,3,1,2024,Y,Y
69,2024-03-09,9,3,1,2024,N,N
70,2024-03-10,10,3,1,2024,N,Y
71,2024-03-11,11,3,1,2024,Y,Y
72,2024-03-12,12,3,1,2024,Y,Y
73,2024-03-13,13,3,1,2024,Y,Y
74,2024-03-14,14,3,1,2024,Y,N
75,2024-03-15,15,3,1,2024,Y,N
76,2024-03-16,16,3,1,2024,N,Y
77,2024-03-17,17,3,1,2024,N,Y
78,2024-03-18,18,3,1,2024,Y,N
79,2024-03-19,19,3,1,2024,Y,N
80,2024-03-20,20,3,1,2024,Y,N
81,2024-03-21,21,3,1,2024,Y,N
82,2024-03-22,22,3,1,2024,Y,Y
83,2024-03-23,23,3,1,2024,N,N
84,2024-03-24,24,3,1,2024,N,N
85,2024-03-25,25,3,1,2024,Y,N
86,2024-03-26,26,3,1,2024,Y,N
87,2024-03-27,27,3,1,2024,Y,Y
88,2024-03-28,28,3,1,2024,Y,Y
89,2024-03-29,29,3,1,2024,Y,N
90,2024-03-30,30,3,1,2024,N,Y
91,2024-03-31,31,3,1,2024,N,Y
92,2024-04-01,1,4,2,2024,Y,Y
93,2024-04-02,2,4,2,2024,Y,Y
94,2024-04-03,3,4,2,2024,Y,N
95,2024-04-04,4,4,2,2024,Y,N
96,2024-04-05,5,4,2,2024,Y,Y
97,2024-04-06,6,4,2,2024,N,Y
98,2024-04-07,7,4,2,2024,N,Y
99,2024-04-08,8,4,2,2024,Y,N
100,2024-04-09,9,4,2,2024,Y,N
101,2024-04-10,10,4,2,2024,Y,Y
102,2024-04-11,11,4,2,2024,Y,Y
103,2024-04-12,12,4,2,2024,Y,N
104,2024-04-13,13,4,2,2024,N,N
105,2024-04-14,14,4,2,2024,N,N
106,2024-04-15,15,4,2,2024,Y,Y
107,2024-04-16,16,4,2,2024,Y,N
108,2024-04-17,17,4,2,2024,Y,N
109,2024-04-18,18,4,2,2024,Y,Y
110,2024-04-19,19,4,2,2024,Y,N
111,2024-04-20,20,4,2,2024,N,Y
112,2024-04-21,21,4,2,2024,N,N
113,2024-04-22,22,4,2,2024,Y,Y
114,2024-04-23,23,4,2,2024,Y,Y
115,2024-04-24,24,4,2,2024,Y,Y
116,2024-04-25,25,4,2,2024,Y,N
117,2024-04-26,26,4,2,2024,Y,N
118,2024-04-27,27,4,2,2024,N,Y
119,2024-04-28,28,4,2,2024,N,Y
120,2024-04-29,29,4,2,2024,Y,Y
121,2024-04-30,30,4,2,2024,Y,N
122,2024-05-01,1,5,2,2024,Y,N
123,2024-05-02,2,5,2,2024,Y,N
124,2024-05-03,3,5,2,2024,Y,N
125,2024-05-04,4,5,2,2024,N,Y
126,2024-05-05,5,5,2,2024,N,Y
127,2024-05-06,6,5,2,2024,Y,Y
128,2024-05-07,7,5,2,2024,Y,N
129,2024-05-08,8,5,2,2024,Y,N
130,2024-05-09,9,5,2,2024,Y,Y
131,2024-05-10,10,5,2,2024,Y,Y
132,2024-05-11,11,5,2,2024,N,Y
133,2024-05-12,12,5,2,2024,N,Y
134,2024-05-13,13,5,2,2024,Y,Y
135,2024-05-14,14,5,2,2024,Y,Y
136,2024-05-15,15,5,2,2024,Y,N
137,2024-05-16,16,5,2,2024,Y,N
138,2024-05-17,17,5,2,2024,Y,N
139,2024-05-18,18,5,2,2024,N,N
140,2024-05-19,19,5,2,2024,N,N
141,2024-05-20,20,5,2,2024,Y,N
142,2024-05-21,21,5,2,2024,Y,N
143,2024-05-22,22,5,2,2024,Y,Y
144,2024-05-23,23,5,2,2024,Y,N
145,2024-05-24,24,5,2,2024,Y,N
146,2024-05-25,25,5,2,2024,N,N
147,2024-05-26,26,5,2,2024,N,N
148,2024-05-27,27,5,2,2024,Y,N
149,2024-05-28,28,5,2,2024,Y,Y
150,2024-05-29,29,5,2,2024,Y,N
151,2024-05-30,30,5,2,2024,Y,Y
152,2024-05-31,31,5,2,2024,Y,N
153,2024-06-01,1,6,2,2024,N,Y
154,2024-06-02,2,6,2,2024,N,N
155,2024-06-03,3,6,2,2024,Y,N
156,2024-06-04,4,6,2,2024,Y,N
157,2024-06-05,5,6,2,2024,Y,Y
158,2024-06-06,6,6,2,2024,Y,N
159,2024-06-07,7,6,2,2024,Y,Y
160,2024-06-08,8,6,2,2024,N,Y
161,2024-06-09,9,6,2,2024,N,Y
162,2024-06-10,10,6,2,2024,Y,Y
163,2024-06-11,11,6,2,2024,Y,N
164,2024-06-12,12,6,2,2024,Y,Y
165,2024-06-13,13,6,2,2024,Y,Y
166,2024-06-14,14,6,2,2024,Y,Y
167,2024-06-15,15,6,2,2024,N,Y
168,2024-06-16,16,6,2,2024,N,Y
169,2024-06-17,17,6,2,2024,Y,Y
170,2024-06-18,18,6,2,2024,Y,N
171,2024-06-19,19,6,2,2024,Y,N
172,2024-06-20,20,6,2,2024,Y,Y
173,2024-06-21,21,6,2,2024,Y,Y
174,2024-06-22,22,6,2,2024,N,N
175,2024-06-23,23,6,2,2024,N,Y
176,2024-06-24,24,6,2,2024,Y,N
177,2024-06-25,25,6,2,2024,Y,Y
178,2024-06-26,26,6,2,2024,Y,Y
179,2024-06-27,27,6,2,2024,Y,N
180,2024-06-28,28,6,2,2024,Y,N
181,2024-06-29,29,6,2,2024,N,Y
182,2024-06-30,30,6,2,2024,N,N
183,2024-07-01,1,7,3,2024,Y,Y
184,2024-07-02,2,7,3,2024,Y,N
185,2024-07-03,3,7,3,2024,Y,N
186,2024-07-04,4,7,3,2024,Y,N
187,2024-07-05,5,7,3,2024,Y,Y
188,2024-07-06,6,7,3,2024,N,N
189,2024-07-07,7,7,3,2024,N,Y
190,2024-07-08,8,7,3,2024,Y,Y
191,2024-07-09,9,7,3,2024,Y,Y
192,2024-07-10,10,7,3,2024,Y,Y
193,2024-07-11,11,7,3,2024,Y,N
194,2024-07-12,12,7,3,2024,Y,Y
195,2024-07-13,13,7,3,2024,N,Y
196,2024-07-14,14,7,3,2024,N,N
197,2024-07-15,15,7,3,2024,Y,Y
198,2024-07-16,16,7,3,2024,Y,Y
199,2024-07-17,17,7,3,2024,Y,Y
200,2024-07-18,18,7,3,2024,Y,N
201,2024-07-19,19,7,3,2024,Y,N
202,2024-07-20,20,7,3,2024,N,Y
203,2024-07-21,21,7,3,2024,N,N
204,2024-07-22,22,7,3,2024,Y,N
205,2024-07-23,23,7,3,2024,Y,Y
206,2024-07-24,24,7,3,2024,Y,Y
207,2024-07-25,25,7,3,2024,Y,N
208,2024-07-26,26,7,3,2024,Y,N
209,2024-07-27,27,7,3,2024,N,Y
210,2024-07-28,28,7,3,2024,N,N
211,2024-07-29,29,7,3,2024,Y,Y
212,2024-07-30,30,7,3,2024,Y,N
213,2024-07-31,31,7,3,2024,Y,Y
214,2024-08-01,1,8,3,2024,Y,N
215,2024-08-02,2,8,3,2024,Y,Y
216,2024-08-03,3,8,3,2024,N,N
217,2024-08-04,4,8,3,2024,N,Y
218,2024-08-05,5,8,3,2024,Y,N
219,2024-08-06,6,8,3,2024,Y,N
220,2024-08-07,7,8,3,2024,Y,N
221,2024-08-08,8,8,3,2024,Y,Y
222,2024-08-09,9,8,3,2024,Y,Y
223,2024-08-10,10,8,3,2024,N,Y
224,2024-08-11,11,8,3,2024,N,N
225,2024-08-12,12,8,3,2024,Y,N
226,2024-08-13,13,8,3,2024,Y,N
227,2024-08-14,14,8,3,2024,Y,N
228,2024-08-15,15,8,3,2024,Y,Y
229,2024-08-16,16,8,3,2024,Y,N
230,2024-08-17,17,8,3,2024,N,Y
231,2024-08-18,18,8,3,2024,N,N
232,2024-08-19,19,8,3,2024,Y,Y
233,2024-08-20,20,8,3,2024,Y,N
234,2024-08-21,21,8,3,2024,Y,N
235,2024-08-22,22,8,3,2024,Y,Y
236,2024-08-23,23,8,3,2024,Y,Y
237,2024-08-24,24,8,3,2024,N,Y
238,2024-08-25,25,8,3,2024,N,N
239,2024-08-26,26,8,3,2024,Y,Y
240,2024-08-27,27,8,3,2024,Y,N
241,2024-08-28,28,8,3,2024,Y,N
242,2024-08-29,29,8,3,2024,Y,N
243,2024-08-30,30,8,3,2024,Y,N
244,2024-08-31,31,8,3,2024,N,Y
245,2024-09-01,1,9,3,2024,N,Y
246,2024-09-02,2,9,3,2024,Y,N
247,2024-09-03,3,9,3,2024,Y,N
248,2024-09-04,4,9,3,2024,Y,N
249,2024-09-05,5,9,3,2024,Y,N
250,2024-09-06,6,9,3,2024,Y,N
251,2024-09-07,7,9,3,2024,N,Y
252,2024-09-08,8,9,3,2024,N,Y
253,2024-09-09,9,9,3,2024,Y,N
254,2024-09-10,10,9,3,2024,Y,Y
255,2024-09-11,11,9,3,2024,Y,Y
256,2024-09-12,12,9,3,2024,Y,Y
257,2024-09-13,13,9,3,2024,Y,Y
258,2024-09-14,14,9,3,2024,N,N
259,2024-09-15,15,9,3,2024,N,Y
260,2024-09-16,16,9,3,2024,Y,Y
261,2024-09-17,17,9,3,2024,Y,N
262,2024-09-18,18,9,3,2024,Y,Y
263,2024-09-19,19,9,3,2024,Y,N
264,2024-09-20,20,9,3,2024,Y,N
265,2024-09-21,21,9,3,2024,N,Y
266,2024-09-22,22,9,3,2024,N,N
267,2024-09-23,23,9,3,2024,Y,N
268,2024-09-24,24,9,3,2024,Y,Y
269,2024-09-25,25,9,3,2024,Y,N
270,2024-09-26,26,9,3,2024,Y,Y
271,2024-09-27,27,9,3,2024,Y,N
272,2024-09-28,28,9,3,2024,N,Y
273,2024-09-29,29,9,3,2024,N,Y
274,2024-09-30,30,9,3,2024,Y,N
275,2024-10-01,1,10,4,2024,Y,N
276,2024-10-02,2,10,4,2024,Y,N
277,2024-10-03,3,10,4,2024,Y,Y
278,2024-10-04,4,10,4,2024,Y,N
279,2024-10-05,5,10,4,2024,N,N
280,2024-10-06,6,10,4,2024,N,N
281,2024-10-07,7,10,4,2024,Y,Y
282,2024-10-08,8,10,4,2024,Y,Y
283,2024-10-09,9,10,4,2024,Y,Y
284,2024-10-10,10,10,4,2024,Y,N
285,2024-10-11,11,10,4,2024,Y,Y
286,2024-10-12,12,10,4,2024,N,Y
287,2024-10-13,13,10,4,2024,N,N
288,2024-10-14,14,10,4,2024,Y,N
289,2024-10-15,15,10,4,2024,Y,Y
290,2024-10-16,16,10,4,2024,Y,Y
291,2024-10-17,17,10,4,2024,Y,Y
292,2024-10-18,18,10,4,2024,Y,Y
293,2024-10-19,19,10,4,2024,N,N
294,2024-10-20,20,10,4,2024,N,N
295,2024-10-21,21,10,4,2024,Y,Y
296,2024-10-22,22,10,4,2024,Y,Y
297,2024-10-23,23,10,4,2024,Y,Y
298,2024-10-24,24,10,4,2024,Y,Y
299,2024-10-25,25,10,4,2024,Y,N
300,2024-10-26,26,10,4,2024,N,N
301,2024-10-27,27,10,4,2024,N,N
302,2024-10-28,28,10,4,2024,Y,N
303,2024-10-29,29,10,4,2024,Y,Y
304,2024-10-30,30,10,4,2024,Y,Y
305,2024-10-31,31,10,4,2024,Y,N
306,2024-11-01,1,11,4,2024,Y,Y
307,2024-11-02,2,11,4,2024,N,N
308,2024-11-03,3,11,4,2024,N,Y
309,2024-11-04,4,11,4,2024,Y,Y
310,2024-11-05,5,11,4,2024,Y,Y
311,2024-11-06,6,11,4,2024,Y,Y
312,2024-11-07,7,11,4,2024,Y,N
313,2024-11-08,8,11,4,2024,Y,N
314,2024-11-09,9,11,4,2024,N,N
315,2024-11-10,10,11,4,2024,N,N
316,2024-11-11,11,11,4,2024,Y,Y
317,2024-11-12,12,11,4,2024,Y,Y
318,2024-11-13,13,11,4,2024,Y,N
319,2024-11-14,14,11,4,2024,Y,Y
320,2024-11-15,15,11,4,2024,Y,N
321,2024-11-16,16,11,4,2024,N,N
322,2024-11-17,17,11,4,2024,N,N
323,2024-11-18,18,11,4,2024,Y,N
324,2024-11-19,19,11,4,2024,Y,Y
325,2024-11-20,20,11,4,2024,Y,Y
326,2024-11-21,21,11,4,2024,Y,Y
327,2024-11-22,22,11,4,2024,Y,N
328,2024-11-23,23,11,4,2024,N,N
329,2024-11-24,24,11,4,2024,N,N
330,2024-11-25,25,11,4,2024,Y,Y
331,2024-11-26,26,11,4,2024,Y,Y
332,2024-11-27,27,11,4,2024,Y,Y
333,2024-11-28,28,11,4,2024,Y,N
334,2024-11-29,29,11,4,2024,Y,N
335,2024-11-30,30,11,4,2024,N,Y
336,2024-12-01,1,12,4,2024,N,N
337,2024-12-02,2,12,4,2024,Y,Y
338,2024-12-03,3,12,4,2024,Y,Y
339,2024-12-04,4,12,4,2024,Y,Y
340,2024-12-05,5,12,4,2024,Y,Y
341,2024-12-06,6,12,4,2024,Y,N
342,2024-12-07,7,12,4,2024,N,Y
343,2024-12-08,8,12,4,2024,N,Y
344,2024-12-09,9,12,4,2024,Y,Y
345,2024-12-10,10,12,4,2024,Y,N
346,2024-12-11,11,12,4,2024,Y,N
347,2024-12-12,12,12,4,2024,Y,Y
348,2024-12-13,13,12,4,2024,Y,N
349,2024-12-14,14,12,4,2024,N,Y
350,2024-12-15,15,12,4,2024,N,N
351,2024-12-16,16,12,4,2024,Y,Y
352,2024-12-17,17,12,4,2024,Y,Y
353,2024-12-18,18,12,4,2024,Y,N
354,2024-12-19,19,12,4,2024,Y,Y
355,2024-12-20,20,12,4,2024,Y,N
356,2024-12-21,21,12,4,2024,N,N
357,2024-12-22,22,12,4,2024,N,N
358,2024-12-23,23,12,4,2024,Y,Y
359,2024-12-24,24,12,4,2024,Y,Y
360,2024-12-25,25,12,4,2024,Y,N
361,2024-12-26,26,12,4,2024,Y,N
362,2024-12-27,27,12,4,2024,Y,Y
363,2024-12-28,28,12,4,2024,N,N
364,2024-12-29,29,12,4,2024,N,N
365,2024-12-30,30,12,4,2024,Y,Y
366,2024-12-31,31,12,4,2024,Y,N
367,2025-01-01,1,1,1,2025,Y,Y
368,2025-01-02,2,1,1,2025,Y,Y
369,2025-01-03,3,1,1,2025,Y,Y
370,2025-01-04,4,1,1,2025,N,Y
371,2025-01-05,5,1,1,2025,N,N
372,2025-01-06,6,1,1,2025,Y,N
373,2025-01-07,7,1,1,2025,Y,N
374,2025-01-08,8,1,1,2025,Y,N
375,2025-01-09,9,1,1,2025,Y,Y
376,2025-01-10,10,1,1,2025,Y,N
377,2025-01-11,11,1,1,2025,N,Y
378,2025-01-12,12,1,1,2025,N,Y
379,2025-01-13,13,1,1,2025,Y,N
380,2025-01-14,14,1,1,2025,Y,N
381,2025-01-15,15,1,1,2025,Y,Y
382,2025-01-16,16,1,1,2025,Y,N
383,2025-01-17,17,1,1,2025,Y,Y
384,2025-01-18,18,1,1,2025,N,N
385,2025-01-19,19,1,1,2025,N,N
386,2025-01-20,20,1,1,2025,Y,N
387,2025-01-21,21,1,1,2025,Y,N
388,2025-01-22,22,1,1,2025,Y,Y
389,2025-01-23,23,1,1,2025,Y,Y
390,2025-01-24,24,1,1,2025,Y,N
391,2025-01-25,25,1,1,2025,N,N
392,2025-01-26,26,1,1,2025,N,N
393,2025-01-27,27,1,1,2025,Y,Y
394,2025-01-28,28,1,1,2025,Y,N
395,2025-01-29,29,1,1,2025,Y,N
396,2025-01-30,30,1,1,2025,Y,Y
397,2025-01-31,31,1,1,2025,Y,N
398,2025-02-01,1,2,1,2025,N,N
399,2025-02-02,2,2,1,2025,N,Y
400,2025-02-03,3,2,1,2025,Y,Y
401,2025-02-04,4,2,1,2025,Y,N
402,2025-02-05,5,2,1,2025,Y,N
403,2025-02-06,6,2,1,2025,Y,Y
404,2025-02-07,7,2,1,2025,Y,Y
405,2025-02-08,8,2,1,2025,N,N
406,2025-02-09,9,2,1,2025,N,Y
407,2025-02-10,10,2,1,2025,Y,Y
408,2025-02-11,11,2,1,2025,Y,N
409,2025-02-12,12,2,1,2025,Y,N
410,2025-02-13,13,2,1,2025,Y,N
411,2025-02-14,14,2,1,2025,Y,Y
412,2025-02-15,15,2,1,2025,N,N
413,2025-02-16,16,2,1,2025,N,N
414,2025-02-17,17,2,1,2025,Y,N
415,2025-02-18,18,2,1,2025,Y,N
416,2025-02-19,19,2,1,2025,Y,Y
417,2025-02-20,20,2,1,2025,Y,N
418,2025-02-21,21,2,1,2025,Y,N
419,2025-02-22,22,2,1,2025,N,N
420,2025-02-23,23,2,1,2025,N,N
421,2025-02-24,24,2,1,2025,Y,Y
422,2025-02-25,25,2,1,2025,Y,Y
423,2025-02-26,26,2,1,2025,Y,N
424,2025-02-27,27,2,1,2025,Y,N
425,2025-02-28,28,2,1,2025,Y,N
426,2025-03-01,1,3,1,2025,N,N
427,2025-03-02,2,3,1,2025,N,Y
428,2025-03-03,3,3,1,2025,Y,Y
429,2025-03-04,4,3,1,2025,Y,Y
430,2025-03-05,5,3,1,2025,Y,Y
431,2025-03-06,6,3,1,2025,Y,N
432,2025-03-07,7,3,1,2025,Y,Y
433,2025-03-08,8,3,1,2025,N,N
434,2025-03-09,9,3,1,2025,N,Y
435,2025-03-10,10,3,1,2025,Y,N
436,2025-03-11,11,3,1,2025,Y,N
437,2025-03-12,12,3,1,2025,Y,N
438,2025-03-13,13,3,1,2025,Y,Y
439,2025-03-14,14,3,1,2025,Y,N
440,2025-03-15,15,3,1,2025,N,N
441,2025-03-16,16,3,1,2025,N,Y
442,2025-03-17,17,3,1,2025,Y,N
443,2025-03-18,18,3,1,2025,Y,N
444,2025-03-19,19,3,1,2025,Y,N
445,2025-03-20,20,3,1,2025,Y,N
446,2025-03-21,21,3,1,2025,Y,Y
447,2025-03-22,22,3,1,2025,N,N
448,2025-03-23,23,3,1,2025,N,N
449,2025-03-24,24,3,1,2025,Y,N
450,2025-03-25,25,3,1,2025,Y,N
451,2025-03-26,26,3,1,2025,Y,Y
452,2025-03-27,27,3,1,2025,Y,N
453,2025-03-28,28,3,1,2025,Y,Y
454,2025-03-29,29,3,1,2025,N,Y
455,2025-03-30,30,3,1,2025,N,Y
456,2025-03-31,31,3,1,2025,Y,Y
457,2025-04-01,1,4,2,2025,Y,Y
458,2025-04-02,2,4,2,2025,Y,Y
459,2025-04-03,3,4,2,2025,Y,Y
460,2025-04-04,4,4,2,2025,Y,Y
461,2025-04-05,5,4,2,2025,N,N
462,2025-04-06,6,4,2,2025,N,N
463,2025-04-07,7,4,2,2025,Y,N
464,2025-04-08,8,4,2,2025,Y,Y
465,2025-04-09,9,4,2,2025,Y,Y
466,2025-04-10,10,4,2,2025,Y,Y
467,2025-04-11,11,4,2,2025,Y,N
468,2025-04-12,12,4,2,2025,N,N
469,2025-04-13,13,4,2,2025,N,Y
470,2025-04-14,14,4,2,2025,Y,Y
471,2025-04-15,15,4,2,2025,Y,N
472,2025-04-16,16,4,2,2025,Y,Y
473,2025-04-17,17,4,2,2025,Y,N
474,2025-04-18,18,4,2,2025,Y,Y
475,2025-04-19,19,4,2,2025,N,N
476,2025-04-20,20,4,2,2025,N,N
477,2025-04-21,21,4,2,2025,Y,Y
478,2025-04-22,22,4,2,2025,Y,Y
479,2025-04-23,23,4,2,2025,Y,N
480,2025-04-24,24,4,2,2025,Y,Y
481,2025-04-25,25,4,2,2025,Y,N
482,2025-04-26,26,4,2,2025,N,Y
483,2025-04-27,27,4,2,2025,N,Y
484,2025-04-28,28,4,2,2025,Y,N
485,2025-04-29,29,4,2,2025,Y,N
486,2025-04-30,30,4,2,2025,Y,Y
487,2025-05-01,1,5,2,2025,Y,N
488,2025-05-02,2,5,2,2025,Y,N
489,2025-05-03,3,5,2,2025,N,Y
490,2025-05-04,4,5,2,2025,N,N
491,2025-05-05,5,5,2,2025,Y,Y
492,2025-05-06,6,5,2,2025,Y,N
493,2025-05-07,7,5,2,2025,Y,Y
494,2025-05-08,8,5,2,2025,Y,Y
495,2025-05-09,9,5,2,2025,Y,N
496,2025-05-10,10,5,2,2025,N,N
497,2025-05-11,11,5,2,2025,N,Y
498,2025-05-12,12,5,2,2025,Y,N
499,2025-05-13,13,5,2,2025,Y,Y
500,2025-05-14,14,5,2,2025,Y,N
501,2025-05-15,15,5,2,2025,Y,Y
502,2025-05-16,16,5,2,2025,Y,N
503,2025-05-17,17,5,2,2025,N,Y
504,2025-05-18,18,5,2,2025,N,N
505,2025-05-19,19,5,2,2025,Y,N
506,2025-05-20,20,5,2,2025,Y,Y
507,2025-05-21,21,5,2,2025,Y,N
508,2025-05-22,22,5,2,2025,Y,Y
509,2025-05-23,23,5,2,2025,Y,Y
510,2025-05-24,24,5,2,2025,N,N
511,2025-05-25,25,5,2,2025,N,Y
512,2025-05-26,26,5,2,2025,Y,Y
513,2025-05-27,27,5,2,2025,Y,Y
514,2025-05-28,28,5,2,2025,Y,N
515,2025-05-29,29,5,2,2025,Y,Y
516,2025-05-30,30,5,2,2025,Y,Y
517,2025-05-31,31,5,2,2025,N,N
518,2025-06-01,1,6,2,2025,N,Y
519,2025-06-02,2,6,2,2025,Y,N
520,2025-06-03,3,6,2,2025,Y,Y
521,2025-06-04,4,6,2,2025,Y,N
522,2025-06-05,5,6,2,2025,Y,Y
523,2025-06-06,6,6,2,2025,Y,N
524,2025-06-07,7,6,2,2025,N,Y
525,2025-06-08,8,6,2,2025,N,Y
526,2025-06-09,9,6,2,2025,Y,Y
527,2025-06-10,10,6,2,2025,Y,Y
528,2025-06-11,11,6,2,2025,Y,N
529,2025-06-12,12,6,2,2025,Y,N
530,2025-06-13,13,6,2,2025,Y,N
531,2025-06-14,14,6,2,2025,N,N
532,2025-06-15,15,6,2,2025,N,Y
533,2025-06-16,16,6,2,2025,Y,Y
534,2025-06-17,17,6,2,2025,Y,N
535,2025-06-18,18,6,2,2025,Y,Y
536,2025-06-19,19,6,2,2025,Y,Y
537,2025-06-20,20,6,2,2025,Y,Y
538,2025-06-21,21,6,2,2025,N,Y
539,2025-06-22,22,6,2,2025,N,N
540,2025-06-23,23,6,2,2025,Y,N
541,2025-06-24,24,6,2,2025,Y,Y
542,2025-06-25,25,6,2,2025,Y,N
543,2025-06-26,26,6,2,2025,Y,Y
544,2025-06-27,27,6,2,2025,Y,N
545,2025-06-28,28,6,2,2025,N,N
546,2025-06-29,29,6,2,2025,N,N
547,2025-06-30,30,6,2,2025,Y,Y
548,2025-07-01,1,7,3,2025,Y,Y
549,2025-07-02,2,7,3,2025,Y,Y
550,2025-07-03,3,7,3,2025,Y,N
551,2025-07-04,4,7,3,2025,Y,N
552,2025-07-05,5,7,3,2025,N,N
553,2025-07-06,6,7,3,2025,N,Y
554,2025-07-07,7,7,3,2025,Y,Y
555,2025-07-08,8,7,3,2025,Y,N
556,2025-07-09,9,7,3,2025,Y,N
557,2025-07-10,10,7,3,2025,Y,N
558,2025-07-11,11,7,3,2025,Y,N
559,2025-07-12,12,7,3,2025,N,Y
560,2025-07-13,13,7,3,2025,N,Y
561,2025-07-14,14,7,3,2025,Y,Y
562,2025-07-15,15,7,3,2025,Y,Y
563,2025-07-16,16,7,3,2025,Y,Y
564,2025-07-17,17,7,3,2025,Y,Y
565,2025-07-18,18,7,3,2025,Y,Y
566,2025-07-19,19,7,3,2025,N,N
567,2025-07-20,20,7,3,2025,N,Y
568,2025-07-21,21,7,3,2025,Y,N
569,2025-07-22,22,7,3,2025,Y,Y
570,2025-07-23,23,7,3,2025,Y,N
571,2025-07-24,24,7,3,2025,Y,N
572,2025-07-25,25,7,3,2025,Y,Y
573,2025-07-26,26,7,3,2025,N,Y
574,2025-07-27,27,7,3,2025,N,N
575,2025-07-28,28,7,3,2025,Y,N
576,2025-07-29,29,7,3,2025,Y,N
577,2025-07-30,30,7,3,2025,Y,Y
578,2025-07-31,31,7,3,2025,Y,Y
579,2025-08-01,1,8,3,2025,Y,N
580,2025-08-02,2,8,3,2025,N,N
581,2025-08-03,3,8,3,2025,N,N
582,2025-08-04,4,8,3,2025,Y,Y
583,2025-08-05,5,8,3,2025,Y,Y
584,2025-08-06,6,8,3,2025,Y,Y
585,2025-08-07,7,8,3,2025,Y,Y
586,2025-08-08,8,8,3,2025,Y,Y
587,2025-08-09,9,8,3,2025,N,Y
588,2025-08-10,10,8,3,2025,N,Y
589,2025-08-11,11,8,3,2025,Y,Y
590,2025-08-12,12,8,3,2025,Y,N
591,2025-08-13,13,8,3,2025,Y,N
592,2025-08-14,14,8,3,2025,Y,N
593,2025-08-15,15,8,3,2025,Y,N
594,2025-08-16,16,8,3,2025,N,N
595,2025-08-17,17,8,3,2025,N,Y
596,2025-08-18,18,8,3,2025,Y,N
597,2025-08-19,19,8,3,2025,Y,N
598,2025-08-20,20,8,3,2025,Y,Y
599,2025-08-21,21,8,3,2025,Y,N
600,2025-08-22,22,8,3,2025,Y,N
