performance_id,campaign_id,channel_id,customer_id,date_id,impressions,clicks,conversions,spend_usd,revenue_usd
95,1472,3,10274,645,2648,1934,303,2009.72,7496.81
96,1165,1,10791,369,6451,525,51,2034.22,9631.67
97,1845,4,11541,565,5461,93,500,1797.2,6242.22
98,1940,3,11334,321,8714,1679,128,3101.57,8350.26
99,1488,4,11543,305,7376,4513,275,1642.96,463.5
100,1734,3,10744,374,9058,3511,116,2655.38,6451.1
101,1081,2,11008,722,2489,1939,15,1770.71,5931.83
102,1051,4,10818,536,7522,2711,440,1977.37,1396.54
103,1154,6,11317,150,623,3871,400,2541.03,574.5
104,1943,8,11977,167,2024,3439,416,1233.51,8247.5
105,1385,2,11323,251,5523,2968,41,2935.2,4656.64
106,1435,8,10919,172,6113,115,226,2457.14,8375.18
107,1068,5,11605,529,1479,488,301,980.34,9888.08
108,1508,6,10433,187,8680,4036,191,2778.79,9922.43
109,1376,8,10283,524,9118,3514,31,2965.1,738.08
110,1236,4,11948,537,7426,2786,44,121.88,1206.1
111,1967,8,10080,574,6916,1539,361,2698.95,4088.33
112,1897,7,11897,686,2030,1039,407,1402.2,3518.5
113,1266,4,10797,619,2039,1631,79,4351.42,187.62
114,1024,4,10374,345,1682,2514,126,3550.26,5845.48
115,1126,6,11796,275,5049,2585,131,4319.01,678.89
116,1699,5,10099,97,7718,1403,82,4062.16,6810.37
117,1152,1,10151,533,4925,3741,448,2412.8,2313.05
118,1132,7,11923,382,2253,825,210,1581.42,6134.7
119,1921,4,11458,308,6038,1412,234,3798.61,1381.84
120,1221,7,10237,84,4891,4741,42,3416.47,3912.23
121,1529,2,10344,591,3875,1103,481,3247.72,800.6
122,1397,7,11640,241,5728,2108,494,1352.65,5353.79
123,1736,6,11918,141,2472,3269,213,3933.13,6824.46
124,1086,7,11138,87,9056,2168,208,4538.87,3143.25
125,1971,4,11248,722,9324,2212,209,4861.96,8488.1
126,1711,5,11544,684,1749,2363,317,3936.81,4386.1
127,1427,1,10783,321,7173,652,138,396.15,4940.85
128,1743,3,11033,46,5164,4089,328,652.66,9791.58
129,1643,1,11338,275,6645,442,271,3752.58,9108.22
130,1371,4,11853,262,1282,2790,442,4995.78,9786.58
131,1751,5,11435,420,2599,1139,223,2249.67,3578.72
132,1355,1,10833,571,9070,19,363,1060.73,6335.77
133,1323,8,10755,516,8485,1585,136,3943.14,3756.54
134,1065,2,11466,683,5901,3518,438,1845.43,721.74
135,1991,7,10639,561,6077,4093,394,2786.68,1951.63
136,1591,2,10260,281,2443,1140,363,4921.13,311.03
137,1844,6,11742,156,1282,2899,286,719.22,9658.01
138,1961,6,11004,617,3111,4066,268,782.86,7617.95
139,1017,4,11523,334,675,3530,169,3520.56,8607.02
140,1538,4,11866,652,380,2002,1,1113.01,3362.7
141,1602,4,11410,9,286,511,436,1398.65,5389.95
142,1323,4,11365,125,6512,4007,85,4549.9,3352.51
143,1702,8,11171,398,7236,4303,48,1474.31,1225.44
144,1086,2,10021,260,4687,1621,484,3612.72,410.24
145,1353,8,11389,70,5889,1603,303,2010.92,2716.66
146,1429,1,10805,164,9935,1893,43,4507.38,7361.42
147,1864,4,10318,556,6260,3116,267,3936.72,5162.42
148,1884,8,11826,99,4705,2283,344,1171.17,1564.85
149,1530,4,10718,661,9957,4826,398,4089.7,5309.54
150,1813,5,10079,405,7418,4955,119,4487.01,6210.0
151,1098,5,11987,318,5361,1608,120,644.68,3574.27
152,1123,2,10576,685,811,1786,270,4521.18,9066.58
153,1692,2,11236,182,9820,861,282,2392.59,5134.7
154,1886,3,11636,668,8897,28,251,240.37,4902.77
155,1985,4,10381,275,3499,90,165,2138.25,2048.02
156,1966,8,10016,133,5847,1144,389,3790.15,8259.35
157,1405,7,11033,644,8878,4971,269,701.15,7025.18
158,1307,2,10785,50,7311,4930,433,1246.8,3989.93
159,1631,4,11335,30,1611,3369,127,1711.48,2083.14
160,1078,5,10353,545,8670,1236,298,4929.86,4474.5
161,1033,5,10490,59,7624,3680,244,983.18,7119.98
162,1955,5,11513,550,4549,3539,227,2476.73,4806.26
163,1698,4,11865,130,8872,2937,459,4980.77,1674.76
164,1329,3,11754,155,838,4705,455,2629.3,9909.64
165,1664,6,11686,369,9544,1644,234,3666.85,1068.49
166,1811,1,11800,554,977,1521,373,4721.08,5697.9
167,1597,5,11366,124,2228,4669,227,1711.45,2766.64
168,1459,6,11548,591,4799,1133,196,246.26,3377.8
169,1991,1,10196,348,1576,2421,47,2666.1,6452.69
170,1607,6,11830,235,6955,2388,0,4708.99,6144.0
171,1267,7,11049,74,202,437,333,4763.24,8406.64
172,1172,2,10715,565,8991,142,386,431.08,3260.28
173,1331,3,11479,618,4341,3432,79,4120.41,8557.56
174,1843,6,10656,580,444,2212,145,3587.91,1760.49
175,1505,7,11361,287,4077,4750,374,4211.82,5705.12
176,1643,3,10243,649,8590,4746,263,439.66,9901.92
177,1853,5,10772,215,6160,3545,138,756.96,2959.77
178,1476,7,11691,615,5348,1781,289,1096.0,8511.48
179,1824,4,10967,696,5382,2721,104,2575.56,8312.43
180,1295,7,10894,377,3137,3186,226,1574.24,3267.62
181,1617,2,10953,79,2389,3913,227,2590.35,6964.46
182,1105,1,11855,496,2570,1200,224,1436.11,8863.17
183,1241,5,10551,694,6674,1057,205,2604.21,8926.51
184,1422,1,10438,57,4815,4453,209,1876.8,7568.02
185,1103,8,11047,644,9641,1401,82,2928.23,4346.61
186,1061,6,10210,25,731,3703,445,586.05,161.43
187,1015,6,11034,676,8980,320,491,1741.09,3434.17
188,1383,6,10379,575,8623,4161,434,3305.01,5063.4
189,1245,6,11811,474,6284,3369,125,2219.39,8916.82
190,1570,4,10883,377,5632,2449,320,4666.23,4204.65
191,1345,1,10259,85,1403,2062,269,4019.15,8025.61
192,1061,7,10787,293,5987,3247,493,1083.56,9891.32
193,1498,7,10166,461,1772,889,428,303.27,9549.3
194,1126,2,10580,151,1644,1879,31,349.21,4163.54
195,1382,3,10683,656,8779,2952,130,2205.47,4083.03
196,1040,2,11657,104,3914,2614,299,1960.0,7168.0
197,1253,3,11233,623,9177,3702,97,4397.2,2713.71
198,1725,8,10226,375,9267,3178,79,4858.29,1339.45
199,1949,7,11578,653,7694,4963,349,941.22,6289.59
200,1602,5,11529,314,779,2189,264,3380.58,7735.74
201,1690,2,10329,223,6066,4475,60,1691.51,3302.75
202,1490,4,10521,157,5062,3680,474,4205.52,3811.59
203,1501,2,10521,122,8709,4739,205,4783.88,7161.26
204,1532,8,11845,368,8678,4210,411,1617.79,7719.96
205,1757,8,10861,462,6930,2392,149,1797.26,7317.66
206,1156,2,11600,482,1920,3599,257,2956.05,6864.89
207,1080,6,11981,483,3560,3598,236,1892.14,1229.59
208,1608,4,11932,221,6900,1599,214,447.49,7212.52
209,1115,7,11412,201,6769,1319,319,3597.7,2180.28
210,1275,6,10877,660,3620,4121,1,2251.42,6596.44
211,1602,4,11523,508,8459,864,232,3645.72,925.73
212,1241,1,11430,381,1192,654,32,4552.46,3524.84
213,1736,6,10586,222,1171,4903,170,4841.96,2788.26
214,1715,7,10083,446,5410,1495,75,4115.66,1525.12
215,1725,5,10583,165,6614,722,282,4142.03,3354.5
216,1308,4,11851,410,566,1221,408,2588.16,2976.44
217,1784,2,10929,425,2124,4284,329,1483.37,4454.41
218,1151,3,10244,667,9168,1766,9,4733.42,2787.77
219,1575,8,10600,104,338,3747,383,3478.59,2031.73
220,1868,2,10006,316,6811,3868,399,3651.06,9206.81
221,1566,8,10774,660,8121,2761,202,116.96,104.03
222,1138,1,10333,540,5122,2390,136,177.67,1289.8
223,1367,6,11679,644,9749,1035,379,3330.87,6574.01
224,1142,1,10427,565,1088,3577,456,982.23,7630.91
225,1167,3,11866,65,6782,2717,108,860.53,9739.13
226,1184,8,11876,103,6594,24,118,2622.06,686.01
227,1309,4,11022,315,4364,2855,391,4330.48,6638.68
228,1075,3,11982,524,8298,2068,98,3647.3,1739.24
229,1296,5,11029,659,7507,4888,343,1898.57,9540.69
230,1750,3,10252,729,5923,207,386,3230.77,6401.11
231,1623,1,10986,568,8669,4613,493,1497.66,8538.07
232,1693,8,10352,257,3927,1835,262,2770.38,4705.6
233,1706,7,11916,623,2439,931,145,3381.04,2150.79
234,1625,4,11728,209,4213,4488,108,4892.53,5424.15
235,1825,8,11438,526,674,1399,449,748.73,826.45
236,1790,6,10105,419,5661,1298,255,4773.04,8831.48
237,1162,3,10169,202,2620,1185,237,571.97,9510.37
238,1144,8,11890,519,6637,3819,161,3862.57,8623.98
239,1700,2,11601,543,7603,1885,254,4333.26,2927.3
240,1991,6,11346,713,2646,1786,329,1689.35,2680.11
241,1834,6,11764,407,1041,2490,461,4163.95,1432.63
242,1466,5,11486,6,4383,3602,20,4944.4,7241.92
243,1046,4,10983,494,6674,4412,256,1744.57,3077.49
244,1890,4,11823,277,1561,301,368,732.21,3790.43
245,1457,5,10421,637,7464,2439,178,1263.64,6274.14
246,1507,1,11234,311,9712,4534,355,684.13,4378.78
247,1904,2,10192,433,8079,1663,404,1168.4,3938.16
248,1151,4,10753,495,6398,4689,51,156.13,8236.67
249,1089,3,10794,18,6051,3508,60,401.38,7720.94
250,1328,4,10856,497,7957,578,34,297.0,8771.94
251,1983,3,10449,524,5473,3444,284,4009.52,8479.42
252,1354,7,11106,401,1997,4820,192,1145.87,2823.67
253,1930,1,11181,331,5627,3969,47,4464.02,8206.23
254,1746,3,10897,524,9069,126,395,4749.88,7640.8
255,1149,7,10095,710,2782,4893,195,99.86,777.65
256,1592,2,11217,201,3956,609,301,2762.77,1525.14
257,1082,3,10434,177,8956,35,327,1735.45,1010.47
258,1509,3,10228,440,6327,2576,180,4349.24,8130.72
259,1952,4,10077,416,5963,2632,176,3563.78,1834.43
260,1159,3,10078,497,4309,3880,326,4711.1,2736.05
261,1315,5,11732,61,4407,3406,298,1275.03,1352.73
262,1124,6,10427,496,461,754,446,714.31,3153.03
263,1308,7,11308,241,6241,221,166,2359.05,9883.45
264,1947,4,10699,199,9175,364,189,2034.56,1730.33
265,1544,1,10852,659,3505,3809,221,3297.49,7520.28
266,1924,2,10946,347,6645,3618,245,4760.64,6790.85
267,1124,7,11426,634,1828,2089,190,3015.54,6971.97
268,1611,5,10946,364,9669,1914,25,869.62,1408.49
269,1656,8,11389,42,1399,3842,270,4726.39,958.79
270,1955,4,11821,158,163,3795,421,2957.07,3936.28
271,1571,8,11801,85,8354,3843,350,57.31,2175.28
272,1634,1,11966,314,5270,3879,289,331.39,8890.41
273,1562,5,10263,392,3875,1498,219,1598.7,7739.06
274,1314,7,10490,493,4895,3857,267,4347.86,9534.14
275,1003,7,10629,421,9444,4902,484,127.1,3365.63
276,1618,6,11244,316,3367,4317,228,4633.65,4122.7
277,1557,4,11826,709,8420,2076,308,1378.53,4544.23
278,1776,6,10133,71,4496,588,15,1542.32,1538.55
279,1227,3,11570,230,5211,3388,72,2684.18,116.44
280,1190,2,10621,608,4741,109,123,3205.2,9574.08
281,1820,4,10249,106,9986,220,442,1049.24,1834.71
282,1958,1,11856,232,6434,58,371,1195.96,7505.48
283,1020,6,11556,363,1315,3373,221,179.6,1161.45
284,1790,8,10681,407,874,3488,452,3281.59,3301.84
285,1408,2,10545,421,3173,1388,349,2697.74,7257.84
286,1827,6,11703,8,7363,2800,470,3433.88,8340.52
287,1387,1,10744,592,4487,4869,449,3241.94,2866.9
288,1050,2,11694,208,2380,1588,289,4860.65,3484.89
289,1819,4,11999,88,2212,4426,17,3796.46,5970.21
290,1913,4,10322,226,6450,883,252,2529.27,9290.3
291,1980,2,10569,333,9632,1751,224,3587.85,7842.68
292,1428,6,11880,305,9048,47,305,2164.34,7135.27
293,1683,1,10687,622,3238,1755,342,4030.69,556.16
294,1664,5,11724,42,9104,2622,382,1512.45,5375.05
295,1956,6,11073,669,4410,654,420,4281.02,874.23
296,1334,6,10442,669,6020,1952,442,1438.99,7010.88
297,1729,6,10817,179,7191,4443,241,1717.44,9189.23
298,1907,8,10549,408,1464,639,59,1209.66,1468.42
299,1539,3,11720,462,7377,1610,32,4542.91,7131.53
300,1074,1,10926,323,5392,823,63,4113.71,1081.08
301,1308,1,11609,274,4702,3283,223,193.19,5913.71
302,1113,8,10045,12,3249,81,260,675.77,8594.56
303,1163,3,10081,386,113,3438,479,3083.08,5001.36
304,1805,1,10168,596,4287,3861,108,3725.71,7587.1
305,1296,6,10937,201,6847,2003,101,3491.5,3136.45
306,1586,7,11208,731,554,2075,386,1760.65,3938.75
307,1061,1,10752,71,8842,480,36,294.25,8744.22
308,1124,7,11750,130,3918,2103,423,4154.87,6442.01
309,1854,1,11374,271,2436,1367,17,2969.91,1303.6
310,1965,1,10950,684,1327,144,323,3181.29,6809.02
311,1746,5,11058,408,5187,3047,37,4119.61,4223.26
312,1181,3,10518,626,3504,411,80,2132.31,7237.19
313,1271,1,10017,101,1314,2189,0,1061.71,6277.01
314,1095,6,10807,86,3361,4812,258,3154.73,472.46
315,1511,1,10572,298,8043,2456,171,2399.54,8600.92
316,1662,1,10906,489,439,4552,25,620.82,5291.16
317,1364,8,11241,430,1191,1830,263,1765.68,9348.03
318,1260,8,10755,436,4299,3429,232,1716.63,8132.07
319,1829,2,11183,539,824,1592,205,1610.36,4335.07
320,1987,3,11827,399,7990,3299,467,3123.68,1524.94
321,1402,1,11004,248,9386,2119,133,3749.25,9954.09
322,1831,8,10991,73,6142,3140,415,1592.47,1473.05
323,1695,7,11819,349,9847,788,374,2936.35,3758.06
324,2000,2,10089,159,5288,4744,444,4488.24,2158.77
325,1199,7,10941,420,3201,1276,232,96.88,5263.96
326,1615,6,10723,445,6828,1739,128,3608.75,4007.34
327,1425,4,11693,154,9240,924,387,1867.98,5506.08
328,1926,1,11633,193,4239,3839,466,3366.7,6400.86
329,1653,4,11556,266,1350,1596,345,4950.17,6036.76
330,1271,4,11225,295,642,3094,8,4075.1,9276.09
331,1222,3,11820,130,9523,3111,104,4484.09,4525.96
332,1541,8,11281,668,4726,2259,367,4567.86,7339.51
333,1738,1,10395,680,702,145,433,1327.87,1122.09
334,1895,8,11237,506,2299,4427,391,729.99,5824.31
335,1438,7,10728,460,6764,53,349,1719.25,6485.0
336,1331,2,11214,229,6483,2386,69,636.69,5564.78
337,1517,1,10223,665,5841,882,75,588.3,9379.91
338,1396,2,11936,248,3317,2291,131,2509.04,8955.33
339,1339,6,10571,440,682,3469,51,3811.75,471.28
340,1578,1,10385,387,9124,4954,487,1645.8,336.9
341,1351,1,11210,120,5765,1774,274,1136.26,196.75
342,1877,4,10265,203,3522,714,125,3755.17,7315.45
343,1873,4,10421,534,9460,4823,312,360.69,9313.01
344,1340,5,10008,20,7066,4051,42,4966.69,3675.18
345,1840,2,10672,608,975,4719,459,4997.5,9212.13
346,1485,8,11268,590,4291,996,129,2491.53,2123.27
347,1322,6,11147,590,1084,4304,128,2232.84,7234.14
348,1336,8,11283,699,8225,2455,311,3240.17,241.19
349,1998,5,11907,80,328,3327,273,2076.97,536.11
350,1897,3,10378,392,2975,1185,421,4174.52,4145.08
351,1842,6,11282,670,5394,1548,177,4351.25,7875.91
352,1425,3,10856,34,8099,4832,109,2744.42,7580.97
353,1818,8,11205,694,1151,1902,453,330.12,4900.61
354,1522,1,11451,114,6549,3569,11,3861.8,5140.29
355,1220,7,11997,668,2880,4476,459,2473.6,4757.29
356,1228,1,11274,730,3048,1939,155,1696.55,3354.37
357,1633,6,11752,374,9080,3001,26,449.64,1908.58
358,1851,1,10201,467,2983,3718,54,417.46,6917.51
359,1940,2,11725,685,8061,3859,440,4890.08,1167.26
360,1007,2,10626,441,1943,3725,133,4160.99,3572.92
361,1161,2,10302,609,8279,2112,458,865.69,3258.21
362,1076,1,10825,719,7629,272,44,4939.22,4284.36
363,1902,5,10456,696,1208,4430,64,2106.67,830.08
364,1470,6,10449,173,9478,3179,357,445.83,9024.91
365,1151,7,10259,548,4949,1047,184,1353.41,9709.06
366,1816,2,11928,602,4319,2110,440,92.68,4928.46
367,1005,2,10042,168,3954,2810,437,3179.39,4503.61
368,1948,4,10810,549,6403,3990,341,3607.39,9133.83
369,1860,1,11720,160,7596,615,253,2188.03,7512.5
370,1342,8,10840,626,8406,1145,238,3357.02,3254.03
371,1462,5,11656,27,2715,1777,284,898.93,7142.95
372,1156,4,10281,307,2500,1464,67,885.84,3747.65
373,1270,5,10930,716,6538,3708,249,3403.09,1101.75
374,1119,3,11532,516,7555,2943,2,3464.29,3191.66
375,1204,5,11866,501,5701,318,239,587.79,6011.09
376,1216,4,11726,455,6516,4658,0,4256.26,8222.75
377,1449,7,10305,456,9257,1712,349,1863.26,3356.72
378,1562,8,11362,444,8702,4744,396,1270.04,438.36
379,1661,3,10366,639,3423,1520,237,4242.37,943.19
380,1124,8,11126,667,2912,4471,42,4579.48,5764.75
381,1223,5,11412,505,7001,3743,458,2378.54,352.68
382,1249,3,11695,466,7439,3561,157,1392.34,640.54
383,1036,5,11082,29,713,3518,234,379.48,8532.08
384,1765,3,11307,568,9408,2223,292,436.91,8534.04
385,1688,8,10812,428,2413,2197,129,4929.54,7623.19
386,1486,6,10325,378,8009,3510,422,2851.89,8736.0
387,1852,7,11663,571,2939,4770,500,387.08,2357.98
388,1987,6,10235,371,4631,2747,223,2546.43,8091.73
389,1374,4,11346,156,3926,552,167,3136.69,5246.51
390,1017,3,10616,227,2628,500,243,3067.2,3503.91
391,1944,7,10320,414,3200,4217,216,2183.21,4509.15
392,1148,5,11133,548,8026,4683,257,4793.49,6151.63
393,1885,1,10216,353,4659,987,1,1117.46,9910.81
394,1501,3,11599,698,4114,1068,101,1154.49,9906.45
395,1052,1,11010,474,6990,3408,484,1606.43,8675.57
396,1642,6,10402,55,9964,2430,438,3502.49,7087.69
397,1639,5,10586,666,9110,533,349,1159.15,9533.0
398,1335,3,11323,88,6384,3962,28,166.12,4148.74
399,1388,6,10359,151,1408,632,2,726.26,5099.08
400,1732,8,11257,79,1644,2030,222,2783.48,6893.62
401,1513,5,10153,131,6615,1497,464,1311.67,5851.16
402,1872,7,11886,54,1663,873,77,2217.19,4671.74
403,1740,4,10864,701,1994,290,495,811.62,7165.22
404,1211,4,10148,315,6495,2638,328,3488.19,4091.11
405,1214,8,11724,664,7522,1907,403,2989.42,7206.79
406,1613,8,11056,497,3985,1618,14,4159.17,3083.7
407,1802,7,11982,463,8128,4020,216,2755.29,5211.25
408,1893,8,11572,62,8340,3408,74,3180.76,3459.3
409,1586,1,11033,55,6031,1126,416,1760.02,4269.87
410,1631,3,11689,301,4385,3064,412,3132.81,3935.08
411,1389,6,11547,420,1032,2293,459,2837.29,241.68
412,1571,1,11099,525,4646,1038,196,2544.26,6733.95
413,1967,4,11877,129,7519,898,146,284.35,5403.64
414,1029,6,10390,202,2626,4432,140,4793.54,3052.93
415,1803,1,10719,227,6489,1085,233,3217.18,2795.53
416,1916,2,10602,613,5281,1017,302,1753.07,4246.08
417,1581,1,11895,471,464,2848,251,922.87,7005.47
418,1607,1,11941,690,1546,3535,166,2987.02,8285.9
419,1242,1,11719,448,7115,3349,195,3438.77,5633.51
420,1682,8,10827,489,1004,1613,310,1431.4,4409.14
421,1950,7,10686,529,6583,2382,61,4875.85,4737.9
422,1665,3,11968,703,8376,3701,275,1119.09,2451.21
423,1928,3,10422,349,8517,123,402,336.35,5669.51
424,1896,2,11862,148,8661,2742,486,3826.21,5401.79
425,1853,1,10894,196,6248,1850,384,4763.9,2516.71
426,1796,6,11308,124,2844,1817,454,1783.59,4042.45
427,1395,2,10909,585,3739,1155,176,4319.72,6406.51
428,1796,3,10120,389,5337,871,45,3267.22,5132.47
429,1709,3,11781,56,383,3960,450,2765.84,4508.83
430,1960,1,11794,560,5463,4325,258,1307.61,4600.52
431,1978,2,11991,157,2600,3177,377,3112.95,3110.03
432,1699,3,11588,562,5607,3764,345,2267.19,7752.32
433,1604,4,11497,259,1068,3753,363,3513.96,6182.14
434,1196,1,11462,137,7750,1017,392,498.85,3892.53
435,1946,3,10018,309,5952,2563,381,851.24,2109.69
436,1804,5,11741,689,2628,3722,47,1623.44,9183.76
437,1173,3,11171,594,7515,1167,470,3668.72,353.43
438,1817,7,11845,88,6026,3614,35,82.05,649.24
439,1254,4,10455,449,2433,3607,82,4711.21,7652.49
440,1663,3,10594,79,8895,162,38,4210.08,7438.56
441,1582,1,11858,43,7876,2739,231,1719.14,7926.09
442,1930,1,11653,527,2185,938,424,1389.76,9458.93
443,1710,7,11480,670,6531,3695,35,2792.37,9289.61
444,1932,8,11329,607,1948,1219,266,766.72,4267.99
445,1033,2,10564,419,8078,1293,286,844.67,6482.55
446,1976,7,11908,224,291,3728,418,561.2,1304.19
447,1209,3,10442,215,5045,1186,397,1378.66,1217.46
448,1214,4,10926,689,914,1400,234,210.47,3198.11
449,1783,6,11870,368,759,50,425,325.24,5862.9
450,1939,2,11528,369,3674,1781,313,4073.45,7894.4
451,1268,5,10309,388,7232,369,323,1159.58,5378.98
452,1140,1,11789,333,4815,4725,298,4622.38,7871.49
453,1176,5,11755,566,3128,4366,436,4216.78,1076.13
454,1174,3,11559,504,2042,1719,407,1629.56,6565.06
455,1019,7,10926,156,8636,4914,253,3005.32,4535.83
456,1904,5,10286,160,997,1234,385,1554.84,6049.49
457,1230,1,11398,176,9990,4646,117,2555.77,192.39
458,1401,3,11620,690,9303,2413,82,3586.41,8311.24
459,1403,5,10687,466,4670,1756,450,3632.98,1212.9
460,1529,7,10010,47,1699,4533,381,3860.17,4900.22
461,1029,1,10388,612,1410,3516,345,1895.14,1318.1
462,1086,8,11156,114,4957,3996,317,2216.17,1944.28
463,1806,1,11536,408,6212,1215,380,2895.06,152.1
464,1623,4,10255,171,5811,1383,197,4708.78,8279.88
465,1875,4,11124,98,408,249,440,3517.77,6913.66
466,1301,6,11800,297,5191,1651,254,1397.07,4235.67
467,1971,8,10146,142,564,4420,296,2925.79,205.87
468,1605,5,11463,672,1042,785,365,675.05,791.0
469,1826,8,10326,446,6291,3600,223,328.89,7111.09
470,1632,7,11713,129,9729,3388,68,2592.43,3285.56
471,1789,3,11756,197,8355,4224,255,1881.23,7138.72
472,1241,3,10468,566,760,268,66,2361.44,9290.71
